x,y,z,vx,vy,vz
609.4679091661316,513.7301784746834,106.83887218818322,0.19266268134229347,0.1946026892227092,0.014992210975108186
316.5795492628137,305.2216211033477,91.76498215101283,0.11235735764016216,0.1174579706958363,0.029507895723225964
544.8021316830102,431.6723952264448,112.2168292970751,0.20791424535963668,0.10872827659795867,0.13281283289931536
602.6053209859903,283.50594979388353,89.11964871244571,0.1404246518393703,0.13875437074087923,0.09997865609976253
312.47036312235576,345.4626260244356,71.61432687061516,0.16871299848736057,0.13907701057498473,0.058630139687050116
477.5161136883502,485.3074071927865,156.85139748828783,0.24050492362381526,0.19869964922239902,0.09196804128783556
1581.994825090667,650.5283478281287,254.30031524856503,0.28570805556842854,0.23210627187203772,0.1748280908936364
446.85281092761375,417.75651166923257,86.38821434031092,0.17221934479645967,0.1517332370391788,0.04872943097773532
416.4497094896185,368.0620196223195,112.32918368799959,0.09901897922389115,0.1660386242086965,0.06685543249032933
486.64902555588696,369.88409614726777,80.71598463241025,0.17895244722627437,0.18207020085521847,0.12568463430930835
683.5429042017281,652.035050593986,119.80513632288441,0.21247537350778906,0.14787366871052252,0.07973707283471307
493.09048035464104,491.55647318514104,115.62007215185032,0.12354885740782857,0.1676791389714555,0.11644632206464897
472.5863136030535,449.64734121198484,138.6909846828566,0.15411412793586282,0.12701323091875585,0.1401010010546733
451.00183789829686,328.7129205061652,77.08163490532533,0.11575489899502761,0.13665057895299718,0.10753848105411237
983.2772227765747,835.1911312540116,172.95551362742384,0.11511535735874914,0.17305226198619042,0.2424436244545096
687.4873023781839,511.0955801413301,130.4282488069659,0.16319223904319344,0.30455304593726784,0.18092890191078698
466.96632709673736,438.714729218559,95.41344234938654,0.13939189140455122,0.11354265702289694,0.10949934682802735
385.68269487683017,508.6578170092303,89.64234952137859,0.1854972885044587,0.09756884736073818,0.07615805619419817
973.4521910875869,432.19938570165294,135.6374522183776,0.13031123906876668,0.08332517598625556,0.08192808625047525
485.9032391618746,485.9062848615637,114.68365813144135,0.1729305070383443,0.18593976063516096,0.06365958227907303
573.731817647215,962.2323924321266,168.27297513409727,0.31092360205608005,0.18762869327728016,0.054593580524615215
367.43287576404856,511.6667462970996,139.51053285471832,0.15340045062039664,0.07813096257271754,0.10687760151844482
544.0172145220936,408.73333083206535,84.83280618928553,0.0808885214775756,0.15925770676167023,0.1580039693811467
454.74473570943763,422.3083673473416,99.28399705383605,0.12912188253657014,0.16871284588446386,0.08829389811500352
427.4115202173543,473.2357784944463,82.06109822606301,0.18126983203863256,0.10861592863637547,0.046632178203552616
790.9347748759795,1057.7800968864565,143.86955871262228,0.17591794364472463,0.20160224744352545,0.06502126878208207
711.2881714121385,516.9717724698716,167.37262935087753,0.12395123713259622,0.09262510356324855,0.04420074673934031
740.0049111905348,590.0795464649241,160.66675509501772,0.09065050587884015,0.18741437745297101,0.04911395515893538
612.6111449009508,486.3485122448352,111.86543961459152,0.1489698915605599,0.14477945612874135,0.16926498641030663
556.8605240997091,511.5062487790632,108.02889303068743,0.13974103084182388,0.08591333273819174,0.028496067982491824
335.8000219134436,398.87885658409596,80.74147283017821,0.18403838451937476,0.05332363844469594,0.0567543057398261
734.3038376188794,450.8864511240948,91.29125155959066,0.1382679343229488,0.27515755040253853,0.16656936372296507
516.0724763765107,445.0438724716896,93.89321051041571,0.12474916317824239,0.18716729413247635,0.10902269483795887
342.95835204072466,400.02940080808696,113.49785934070243,0.1359496336479806,0.06786395129197512,0.03924811125315104
537.1004786623098,375.1151938561917,81.12593408782706,0.12455479565178197,0.11827026774324548,0.08475163867247723
609.747203413672,528.7081478003197,135.02411342570161,0.19397066517724634,0.2028412510053887,0.10137083575243319
1021.1181756849753,812.5218478540285,149.36884711485268,0.15501096521445062,0.15555880686789925,0.06688972315955517
547.6290629670204,431.26018989111816,98.0854123468209,0.19065148429587933,0.16044315757118902,0.04822263870605979
279.1070660830631,310.70477379984135,88.59903736167705,0.16175832282249167,0.16126256544704154,0.07116217024393656
632.2076607187772,716.9557145208174,110.98839306812063,0.14237082955495883,0.20302582600200672,0.049793350321803945
442.001052332429,444.60550719768884,98.93939870878675,0.1677429925767987,0.12128128871464182,0.1634575069668551
522.0491633027626,465.280432117332,113.515432740588,0.18589444910340003,0.07792230052661436,0.08158443051905301
429.96600424502736,462.279270699848,105.26290881923312,0.20530651243855616,0.10064523899571404,0.07283646980485925
421.4729371562045,734.2500826567674,115.16714261450342,0.19527751632151213,0.10911881034601388,0.08547662220615505
363.0108633680719,472.74941124781196,116.03097112798773,0.2544461016365356,0.1956558694298043,0.20233805187275153
438.71119130455264,490.9223820586313,136.411792315587,0.20452341486166606,0.2839183083843138,0.0698313549503429
537.9547249252334,473.6612143506482,82.50182422803132,0.1684363235740954,0.13795807505456537,0.05181232069803152
590.1152757234954,375.21119649010876,130.42541966520156,0.15931754373609697,0.09798942306481925,0.09623294101383156
849.4361861946885,686.4103491704594,130.98354081221626,0.2406703227086817,0.13501591184531833,0.139975274599194
373.49671739337947,336.64336802382223,90.18221737399566,0.13277207233729138,0.06871192849879657,0.05478204568583825
494.25207227606865,386.0285118605131,78.14159255389397,0.13723988221963912,0.17217788677138798,0.07952202804858607
560.0312848530018,445.09344809538936,78.25680489446748,0.14539648955829712,0.16633371109938416,0.06042736267857574
340.4256921368887,291.42263130973265,133.60505850958188,0.1828958030693364,0.11442371659530835,0.16464053722166583
536.3450271851326,525.9802342049616,121.70447979580412,0.16014942969155893,0.18565501149468525,0.07073988509558775
516.8753312469961,456.2387734937776,131.6954087102271,0.121136378161542,0.13432202110808122,0.08849457707990323
439.8730876543757,380.2161456518487,73.14071078889333,0.17226479158206287,0.10115090001782899,0.03594573683225343
578.8500338273894,508.09068478172827,142.10469839326578,0.14799417424355246,0.09428618630747634,0.028625100045438775
569.7186590012193,372.48255562689155,100.93281583995157,0.15904990257946536,0.08633635918456838,0.1162067808105137
628.4052287609717,414.93967611712804,154.62044501258927,0.20274757757045145,0.13269477366946292,0.03671977961287506
350.20535383145,302.17250819668396,125.50980515714203,0.12155917601327064,0.1481233013485009,0.08736545537812396
488.54151052933236,478.08220433912254,83.53851954837286,0.18852116574592728,0.1506291429525141,0.127798450430111
669.021269647847,421.50204004444225,122.71579149766146,0.16426391682569894,0.10929308403004007,0.0457760884838361
419.0205237471798,312.6722730381739,114.18647182119344,0.18862167699425736,0.13662206560770226,0.10098231262453768
337.4290500133159,301.72384102632714,67.21372775621057,0.09986675326528306,0.12739247100539328,0.07843106311223066
399.0695449519356,381.8103473781186,72.30743856940346,0.1836371581654414,0.08052725912319424,0.0888915355090191
351.64546295770054,342.9574534844804,95.52144269775332,0.14372179639663163,0.1188507704215936,0.06944444759089441
368.28212390954184,395.23624815112606,123.24977226246499,0.19458917741215428,0.11395356168852185,0.10465316961120388
590.4457313619712,730.8434108046404,127.56890471990162,0.21834673950949798,0.23325243131920803,0.18525927633221495
720.9268223321892,682.9949189498578,86.8243967923643,0.18218997365193426,0.16128119626162166,0.06464811840666755
334.3811372994886,419.40515743300136,92.4088991523252,0.20431453139069664,0.06066944745011975,0.06098952651172476
386.475001888293,378.64578318087814,96.83413907804713,0.1381205262439013,0.12302300368833502,0.09220504296228584
486.6734151358935,347.2174377864753,107.75345903203562,0.13729358853606485,0.16143290589300238,0.1342569245499419
454.01595409913466,382.5863281546324,95.52949635781594,0.10812994752382647,0.17557725322650894,0.09469954780018781
378.8056221652784,285.13178546246746,69.44771315254728,0.12703842346628372,0.12627214996747246,0.04178259597478536
354.24785261431356,397.683843998374,59.063735019206305,0.1430988117361837,0.10110474209665975,0.05479767285943806
435.2152663475197,302.69055859241956,96.77066384071647,0.11175148970188137,0.13146461263214737,0.06775518803884568
394.4249082263704,499.2986726207435,77.27990241431496,0.18627132757879064,0.0990979176486656,0.0954007217366464
574.9991655057744,480.78683535402007,99.97051392454861,0.18462235553877301,0.118638311191155,0.1276579536372157
491.12826070403594,446.3912071926741,76.15219995700997,0.17775870649615733,0.15154380193144384,0.04404734091823714
454.2892117545049,440.2988683440796,82.71176960168717,0.15579328314569543,0.1477197925962303,0.06710671294260084
744.9362394805623,646.7851840980452,179.24032005143644,0.1842837227316464,0.08481319814101929,0.056619276807166746
475.00205903230744,399.3352680250479,120.8574121791666,0.1301441014448944,0.1311450253081992,0.09887015955553193
628.5395113442929,473.7219032586559,102.09248174328243,0.2032939896214594,0.08231745618454285,0.09598679878457266
325.8795435480637,334.910528336003,62.60456489088678,0.18406856506034414,0.07811358126092369,0.03889218583581257
403.3876172293213,457.0105317676957,76.58001402974651,0.18232928162829132,0.09129847831207334,0.05558090800870296
