Mamba Train,LSTM Train,Mamba Test,LSTM Test
35.77511004102416,28.38177772797644,0.1834394009783864,0.18387324595823884
35.54509838402737,35.74650537001435,0.1849489129963331,0.1837201400194317
36.360916869016364,23.3776337869931,0.18416761403204873,0.18482792901340872
32.44763029104797,24.017687211977318,0.1822348939604126,0.18215158698149025
30.038908211980015,26.437897587020416,0.18071721104206517,0.18598664598539472
29.091280266002286,27.105161665997002,0.18205605103867128,0.18394846300361678
31.231380283017643,29.706679861992598,0.18887960602296516,0.18716488796053454
29.70219821901992,23.72622847900493,0.18616487900726497,0.18954680301249027
27.911420206015464,30.579935930029023,0.18596359598450363,0.18323144799796864
29.28136032994371,31.097862517053727,0.19986336695728824,0.18215883400989696
32.927425339992624,29.178144717006944,0.18788686202606186,0.1887155880103819
33.140435011999216,23.550684653047938,0.18238042300799862,0.18892872997093946
30.618660405045375,25.691448328027036,0.18426011904375628,0.1870114989578724
28.066677986993454,29.6984076880035,0.17990646499674767,0.1838568369857967
28.966888802009635,23.661716379981954,0.18037934898165986,0.18277735402807593
34.145617659029085,20.87320040096529,0.18422632600413635,0.18352619203506038
27.182168784958776,23.646303854999132,0.18827220000093803,0.18791907402919605
29.430511095037218,21.475159350957256,0.18402575701475143,0.1882007250096649
28.896433043002617,25.499370587989688,0.18152040400309488,0.18484121497021988
25.252726358012296,20.272832114016637,0.1820934810093604,0.18379610998090357
30.73301977000665,31.103572255000472,0.18148147297324613,0.18372424197150394
35.99464262003312,19.00915471598273,0.1830839469912462,0.1831571189686656
36.10692133201519,21.825656900007743,0.18328586500138044,0.184018722968176
28.06522116000997,28.464034547039773,0.18003433401463553,0.18101178796496242
29.73760912794387,17.46323559101438,0.185035445028916,0.1840126430033706
32.69080722198123,20.931838540011086,0.18259328801650554,0.18370693095494062
31.278638112999033,30.301156911998987,0.18171632901066914,0.18554491503164172
29.429221818980295,22.592349004000425,0.18538960599107668,0.18458209797972813
36.296512285014614,34.13447885098867,0.1816078900010325,0.18193292804062366
32.99590612901375,26.28649102000054,0.18189513799734414,0.1824373789713718
32.39185344800353,23.199964062019717,0.18334249302279204,0.18414281803416088
37.91634287399938,24.156978361017536,0.18034362402977422,0.18269211502047256
29.200952978048008,30.57368532300461,0.18002721102675423,0.18858008499955758
30.934467759972904,28.28241342602996,0.18904972600284964,0.182768884988036
28.738387793011498,27.562283780018333,0.1861496060155332,0.18463117198552936
27.10270802496234,26.572157265036367,0.18404376198304817,0.18656654102960601
30.295412726001814,26.08148751099361,0.18558008200488985,0.18037560302764177
33.67475993098924,29.93457284499891,0.1841452309745364,0.18340185197303072
29.19873041496612,27.66671292996034,0.18243099801475182,0.17979847197420895
30.43765372404596,29.06284212198807,0.18750111298868433,0.19051470002159476
36.83901405497454,24.45275503298035,0.18663063104031608,0.18279480800265446
31.738923922006506,22.71028437599307,0.19184462097473443,0.18271100299898535
32.292113050993066,26.493208797008265,0.182198430004064,0.18353425001259893
29.924768557946663,28.353927482967265,0.18678825395181775,0.18431386904558167
29.422288055997342,28.58829007903114,0.1835823489818722,0.1854101390345022
29.73019233701052,27.813907483010553,0.1825449580210261,0.18741521297488362
30.207220003998373,20.3401902919868,0.18448048998834565,0.18692213203758
32.759847938024905,22.12723088398343,0.17949743999633938,0.18018351000500843
35.68592884199461,18.425666159950197,0.1819896440138109,0.18791044497629628
